Baseline 100%T,,Baseline 100%T,,Ti(Salen)(OiPr)2,,Ti(Salen)(OiPr)2 + AgBArF,,Ti(Salen)(OiPr)2 + AgBArF repeat,,Ti(Salen)(OiPr)2 + AgBArF + BIPY,,AgBArF ref,,BIPY ref,,
Wavelength (nm),Abs,Wavelength (nm),Abs,Wavelength (nm),Abs,Wavelength (nm),Abs,Wavelength (nm),Abs,Wavelength (nm),Abs,Wavelength (nm),Abs,Wavelength (nm),Abs,
678.0032959,0.07838533819,678.0032959,0.07838533819,678.0032959,0.001916496549,678.0032959,0.002237981185,678.0032959,0.003751788987,678.0032959,0.03432650492,678.0032959,0.05163390562,678.0032959,0.02453373559,
676.9880371,0.07834388316,676.9880371,0.07834388316,676.9880371,0.002531556645,676.9880371,0.002484327415,676.9880371,0.003949621692,676.9880371,0.03479087725,676.9880371,0.05218045041,676.9880371,0.02474913374,
676.008667,0.07884391397,676.008667,0.07884391397,676.008667,0.001641031122,676.008667,0.002249325858,676.008667,0.003676701337,676.008667,0.03460366279,676.008667,0.05143678188,676.008667,0.02434338816,
674.9926758,0.07919054478,674.9926758,0.07919054478,674.9926758,0.002018482424,674.9926758,0.002080564387,674.9926758,0.003512473311,674.9926758,0.03438870236,674.9926758,0.05174569786,674.9926758,0.02454241924,
674.0127563,0.07963100076,674.0127563,0.07963100076,674.0127563,0.001726890681,674.0127563,0.002056427533,674.0127563,0.003133956576,674.0127563,0.03434115648,674.0127563,0.0515923053,674.0127563,0.02450659312,
672.9962158,0.07933122665,672.9962158,0.07933122665,672.9962158,0.002373929368,672.9962158,0.002418022836,672.9962158,0.003866586136,672.9962158,0.03511301056,672.9962158,0.05198310688,672.9962158,0.02493941225,
672.015625,0.0796148628,672.015625,0.0796148628,672.015625,0.002319586696,672.015625,0.002493439708,672.015625,0.004096454475,672.015625,0.03493213654,672.015625,0.05177182704,672.015625,0.02477620915,
670.9984131,0.08005031198,670.9984131,0.08005031198,670.9984131,0.001907136524,670.9984131,0.002209126251,670.9984131,0.003861179808,670.9984131,0.03457383439,670.9984131,0.05158723146,670.9984131,0.02441411093,
670.0172729,0.07987485826,670.0172729,0.07987485826,670.0172729,0.002349697985,670.0172729,0.002781795105,670.0172729,0.004469665233,670.0172729,0.03511564806,670.0172729,0.05200070143,670.0172729,0.02486479282,
668.9994507,0.08023383468,668.9994507,0.08023383468,668.9994507,0.002371144481,668.9994507,0.002393138362,668.9994507,0.004508426879,668.9994507,0.03546203673,668.9994507,0.05210768431,668.9994507,0.02493919432,
668.0176392,0.0799728781,668.0176392,0.0799728781,668.0176392,0.002270220779,668.0176392,0.002741207369,668.0176392,0.004397199024,668.0176392,0.03557440266,668.0176392,0.05221194774,668.0176392,0.02495923452,
666.9992676,0.07961922139,666.9992676,0.07961922139,666.9992676,0.001913168584,666.9992676,0.002097965684,666.9992676,0.004381379113,666.9992676,0.03569629788,666.9992676,0.05237122253,666.9992676,0.02505372465,
666.0169067,0.07923360169,666.0169067,0.07923360169,666.0169067,0.002242092276,666.0169067,0.002706328174,666.0169067,0.004524460528,666.0169067,0.03578978032,666.0169067,0.05244187266,666.0169067,0.02552066371,
664.9978638,0.07905279845,664.9978638,0.07905279845,664.9978638,0.002240973292,664.9978638,0.002856623847,664.9978638,0.004384124652,664.9978638,0.03616261855,664.9978638,0.05236170441,664.9978638,0.02522444166,
664.0149536,0.07916560024,664.0149536,0.07916560024,664.0149536,0.002280109096,664.0149536,0.002700649668,664.0149536,0.004275804386,664.0149536,0.0359926112,664.0149536,0.05209735036,664.0149536,0.02543584444,
662.9952393,0.07897380739,662.9952393,0.07897380739,662.9952393,0.002204156714,662.9952393,0.002698539989,662.9952393,0.004296012688,662.9952393,0.03620181233,662.9952393,0.05241655186,662.9952393,0.02551058866,
662.0116577,0.079189457,662.0116577,0.079189457,662.0116577,0.002214850159,662.0116577,0.002782394178,662.0116577,0.004559460096,662.0116577,0.03614030778,662.0116577,0.05246395618,662.0116577,0.0252203811,
660.991394,0.07894452661,660.991394,0.07894452661,660.991394,0.002393919276,660.991394,0.003104051342,660.991394,0.004930738825,660.991394,0.03639320657,660.991394,0.0527921617,660.991394,0.025410017,
660.0072632,0.07895682007,660.0072632,0.07895682007,660.0072632,0.002111049602,660.0072632,0.003257092787,660.0072632,0.004806760699,660.0072632,0.0366621092,660.0072632,0.0528152287,660.0072632,0.02569420077,
658.9863892,0.07899144292,658.9863892,0.07899144292,658.9863892,0.002094272058,658.9863892,0.003315961221,658.9863892,0.004617459141,658.9863892,0.03694871068,658.9863892,0.05272616446,658.9863892,0.02567621134,
658.0015869,0.07888877392,658.0015869,0.07888877392,658.0015869,0.002207018668,658.0015869,0.003735104576,658.0015869,0.00462164497,658.0015869,0.03728200868,658.0015869,0.05281414464,658.0015869,0.02593996003,
657.0166016,0.07882641256,657.0166016,0.07882641256,657.0166016,0.002493127249,657.0166016,0.00408294471,657.0166016,0.004535054322,657.0166016,0.03757398576,657.0166016,0.05339642614,657.0166016,0.02602388896,
655.994812,0.07902491093,655.994812,0.07902491093,655.994812,0.002101243008,655.994812,0.003763486631,655.994812,0.004213642795,655.994812,0.03742365539,655.994812,0.05369924009,655.994812,0.02572097816,
655.0092163,0.07874205709,655.0092163,0.07874205709,655.0092163,0.002473965986,655.0092163,0.004381248262,655.0092163,0.004605659749,655.0092163,0.03747664765,655.0092163,0.05381452292,655.0092163,0.02637874894,
653.9868164,0.07894589007,653.9868164,0.07894589007,653.9868164,0.00225757435,653.9868164,0.004319960717,653.9868164,0.004659792408,653.9868164,0.03759907931,653.9868164,0.0544359684,653.9868164,0.02603367344,
653.0005493,0.07895272225,653.0005493,0.07895272225,653.0005493,0.002486514393,653.0005493,0.004390949383,653.0005493,0.005136495922,653.0005493,0.03728990629,653.0005493,0.05489983037,653.0005493,0.02605827339,
652.0141602,0.07902758569,652.0141602,0.07902758569,652.0141602,0.002125876723,652.0141602,0.004351989366,652.0141602,0.004969750997,652.0141602,0.03729072586,652.0141602,0.05508777499,652.0141602,0.02604098432,
650.9907837,0.07890304923,650.9907837,0.07890304923,650.9907837,0.002372107469,650.9907837,0.004595221486,650.9907837,0.005116615444,650.9907837,0.0375566557,650.9907837,0.05576078594,650.9907837,0.02621219866,
650.0037231,0.07881514728,650.0037231,0.07881514728,650.0037231,0.002688251203,650.0037231,0.004655710422,650.0037231,0.005136862863,650.0037231,0.03754138574,650.0037231,0.05585074052,650.0037231,0.02632880025,
649.0164185,0.07915125042,649.0164185,0.07915125042,649.0164185,0.002365262248,649.0164185,0.004602363333,649.0164185,0.005142022856,649.0164185,0.037173599,649.0164185,0.05596912652,649.0164185,0.02629073523,
647.9921875,0.07909347862,647.9921875,0.07909347862,647.9921875,0.002553871134,647.9921875,0.003984287381,647.9921875,0.005073844455,647.9921875,0.0370281972,647.9921875,0.05607900769,647.9921875,0.02603938989,
647.0042114,0.07907994092,647.0042114,0.07907994092,647.0042114,0.002354669152,647.0042114,0.004460380413,647.0042114,0.005028668791,647.0042114,0.03678800166,647.0042114,0.05631694198,647.0042114,0.02612086572,
646.0160522,0.07917243242,646.0160522,0.07917243242,646.0160522,0.002406153129,646.0160522,0.004077927675,646.0160522,0.005092754494,646.0160522,0.03656018898,646.0160522,0.05640126392,646.0160522,0.02629169822,
644.9909058,0.07914239913,644.9909058,0.07914239913,644.9909058,0.00261142035,644.9909058,0.004081768915,644.9909058,0.005126909353,644.9909058,0.03663236648,644.9909058,0.05683816969,644.9909058,0.02650398016,
644.0020752,0.07896545529,644.0020752,0.07896545529,644.0020752,0.002882941859,644.0020752,0.004356198944,644.0020752,0.005391857121,644.0020752,0.03672283888,644.0020752,0.05719391257,644.0020752,0.02648837864,
643.0130615,0.0791189149,643.0130615,0.0791189149,643.0130615,0.002573140198,643.0130615,0.003970781341,643.0130615,0.005274298135,643.0130615,0.03672323376,643.0130615,0.05688885972,643.0130615,0.02646771632,
641.9870605,0.0789462924,641.9870605,0.0789462924,641.9870605,0.00279708812,641.9870605,0.00394766219,641.9870605,0.005781319458,641.9870605,0.03704344854,641.9870605,0.05680308864,641.9870605,0.02699154243,
640.9973755,0.07928247005,640.9973755,0.07928247005,640.9973755,0.002422656165,640.9973755,0.003750065574,640.9973755,0.005572267342,640.9973755,0.03675949201,640.9973755,0.05643171445,640.9973755,0.02648254484,
640.0074463,0.07935151458,640.0074463,0.07935151458,640.0074463,0.002339495812,640.0074463,0.00364221679,640.0074463,0.005910719279,640.0074463,0.0367962569,640.0074463,0.05670278892,640.0074463,0.02636274137,
639.0172119,0.07917616516,639.0172119,0.07917616516,639.0172119,0.002735971473,639.0172119,0.004168609157,639.0172119,0.005816210527,639.0172119,0.0371465832,639.0172119,0.05698586628,639.0172119,0.02677547187,
637.9900513,0.07922946662,637.9900513,0.07922946662,637.9900513,0.002683667233,637.9900513,0.005030476023,637.9900513,0.005434318446,637.9900513,0.03728421032,637.9900513,0.05727684125,637.9900513,0.02664273232,
636.9992065,0.0792934075,636.9992065,0.0792934075,636.9992065,0.002580743749,636.9992065,0.005772557575,636.9992065,0.005352518987,636.9992065,0.0372270681,636.9992065,0.05762248114,636.9992065,0.02691692673,
636.0081787,0.07933790237,636.0081787,0.07933790237,636.0081787,0.002651500981,636.0081787,0.006473605521,636.0081787,0.005145271309,636.0081787,0.03735944256,636.0081787,0.05797082558,636.0081787,0.02707096376,
635.0168457,0.07953456044,635.0168457,0.07953456044,635.0168457,0.002330126707,635.0168457,0.006883815862,635.0168457,0.004941997118,635.0168457,0.03715450689,635.0168457,0.05811086297,635.0168457,0.02690593898,
633.9884644,0.07928517461,633.9884644,0.07928517461,633.9884644,0.002701743739,633.9884644,0.007608709857,633.9884644,0.005418591667,633.9884644,0.03777547553,633.9884644,0.05830793083,633.9884644,0.02725259028,
632.996582,0.07942570001,632.996582,0.07942570001,632.996582,0.002511820756,632.996582,0.007535981946,632.996582,0.005207854323,632.996582,0.03763377294,632.996582,0.05836936459,632.996582,0.02716729231,
632.0043945,0.0795468092,632.0043945,0.0795468092,632.0043945,0.002413441427,632.0043945,0.007708273362,632.0043945,0.005173588172,632.0043945,0.03771872073,632.0043945,0.05832421407,632.0043945,0.02724627778,
631.0119019,0.07951465994,631.0119019,0.07951465994,631.0119019,0.002399905818,631.0119019,0.008080145344,631.0119019,0.005083116237,631.0119019,0.03802379221,631.0119019,0.05853627622,631.0119019,0.02746087313,
629.9824219,0.07960665971,629.9824219,0.07960665971,629.9824219,0.00248729554,629.9824219,0.008011029102,629.9824219,0.005119732115,629.9824219,0.03820785135,629.9824219,0.05868686736,629.9824219,0.02713177353,
628.9893799,0.07967295498,628.9893799,0.07967295498,628.9893799,0.002414795104,628.9893799,0.007885958068,628.9893799,0.005258314777,628.9893799,0.03815530986,628.9893799,0.0587108694,628.9893799,0.02706366405,
627.9960327,0.07974865288,627.9960327,0.07974865288,627.9960327,0.002392904134,627.9960327,0.008100794628,627.9960327,0.00519368099,627.9960327,0.038439814,627.9960327,0.05900644138,627.9960327,0.02739938535,
627.0025024,0.07970744371,627.0025024,0.07970744371,627.0025024,0.002535514301,627.0025024,0.008016962558,627.0025024,0.005269005429,627.0025024,0.03847304359,627.0025024,0.05896225944,627.0025024,0.02745226957,
626.008606,0.07970797271,626.008606,0.07970797271,626.008606,0.002415029332,626.008606,0.008003541268,626.008606,0.005135972053,626.008606,0.03902416304,626.008606,0.05880635604,626.008606,0.02754391171,
625.0144043,0.07974585146,625.0144043,0.07974585146,625.0144043,0.002522938419,625.0144043,0.007689644583,625.0144043,0.005157006439,625.0144043,0.03906565532,625.0144043,0.0584413819,625.0144043,0.02762564272,
623.9832153,0.07958000898,623.9832153,0.07958000898,623.9832153,0.002527312608,623.9832153,0.007683031261,623.9832153,0.005201959517,623.9832153,0.03947848082,623.9832153,0.05855129659,623.9832153,0.02797684446,
622.9885254,0.07962954044,622.9885254,0.07962954044,622.9885254,0.002655407647,622.9885254,0.007361204363,622.9885254,0.005215556361,622.9885254,0.03980660439,622.9885254,0.05869925395,622.9885254,0.02789711766,
621.9935913,0.07968987525,621.9935913,0.07968987525,621.9935913,0.002610508818,621.9935913,0.006702597253,621.9935913,0.00522920629,621.9935913,0.04023393616,621.9935913,0.05853971466,621.9935913,0.0277662985,
620.9983521,0.07977117598,620.9983521,0.07977117598,620.9983521,0.002509191167,620.9983521,0.006182972807,620.9983521,0.005275241565,620.9983521,0.04062300548,620.9983521,0.05860844254,620.9983521,0.02761891112,
620.0028076,0.07980296761,620.0028076,0.07980296761,620.0028076,0.002569182077,620.0028076,0.005573263858,620.0028076,0.00517565757,620.0028076,0.04121622443,620.0028076,0.058540456,620.0028076,0.02788334526,
619.0070801,0.07989308983,619.0070801,0.07989308983,619.0070801,0.002555068815,619.0070801,0.00486924313,619.0070801,0.005266385153,619.0070801,0.04157825187,619.0070801,0.05861214548,619.0070801,0.02802513354,
618.0109253,0.07976937294,618.0109253,0.07976937294,618.0109253,0.00285894284,618.0109253,0.004641947802,618.0109253,0.005233607721,618.0109253,0.04202797636,618.0109253,0.05889661983,618.0109253,0.02811153978,
617.0146484,0.07966838032,617.0146484,0.07966838032,617.0146484,0.002874994185,617.0146484,0.004140932113,617.0146484,0.005720489658,617.0146484,0.04265801609,617.0146484,0.05913542211,617.0146484,0.02832332999,
616.0180664,0.07983326167,616.0180664,0.07983326167,616.0180664,0.002741389908,616.0180664,0.004337268881,616.0180664,0.006639746018,616.0180664,0.04259496555,616.0180664,0.05900335684,616.0180664,0.02840586938,
614.9842529,0.07979403436,614.9842529,0.07979403436,614.9842529,0.002661163686,614.9842529,0.004398114514,614.9842529,0.007725717034,614.9842529,0.04287984967,614.9842529,0.05919213966,614.9842529,0.02884135023,
613.9870605,0.07992881536,613.9870605,0.07992881536,613.9870605,0.002752825851,613.9870605,0.004354577512,613.9870605,0.00766371889,613.9870605,0.04305294901,613.9870605,0.05923447385,613.9870605,0.02895044163,
612.989624,0.07984850556,612.989624,0.07984850556,612.989624,0.002778277965,612.989624,0.00424673548,612.989624,0.007756179664,612.989624,0.04303088039,612.989624,0.0593364574,612.989624,0.02903340384,
611.9920044,0.07984443009,611.9920044,0.07984443009,611.9920044,0.002673535142,611.9920044,0.004501050804,611.9920044,0.007807596121,611.9920044,0.04336287454,611.9920044,0.05951543897,611.9920044,0.02928202972,
610.9940186,0.07965361327,610.9940186,0.07965361327,610.9940186,0.00276884716,610.9940186,0.004543085117,610.9940186,0.00784897618,610.9940186,0.04382516444,610.9940186,0.05973672867,610.9940186,0.02938663401,
609.9957886,0.07962108403,609.9957886,0.07962108403,609.9957886,0.002910538577,609.9957886,0.004702548496,609.9957886,0.006586785428,609.9957886,0.04374843091,609.9957886,0.06007464603,609.9957886,0.02965217456,
608.9973145,0.07975176722,608.9973145,0.07975176722,608.9973145,0.002652126132,608.9973145,0.004556294996,608.9973145,0.006113134325,608.9973145,0.04379735887,608.9973145,0.05980558693,608.9973145,0.02964926511,
607.9984741,0.07970159501,607.9984741,0.07970159501,607.9984741,0.002767805243,607.9984741,0.004705374595,607.9984741,0.006189615931,607.9984741,0.04377806187,607.9984741,0.06008412689,607.9984741,0.02965405956,
606.9994507,0.07969873399,606.9994507,0.07969873399,606.9994507,0.002662387677,606.9994507,0.004606497008,606.9994507,0.006372958422,606.9994507,0.04390259832,606.9994507,0.06047101691,606.9994507,0.02975994349,
606.0001831,0.07952647656,606.0001831,0.07952647656,606.0001831,0.002860949142,606.0001831,0.004723247606,606.0001831,0.006418773439,606.0001831,0.04416278005,606.0001831,0.06089592353,606.0001831,0.03021576628,
605.0006104,0.0794962272,605.0006104,0.0794962272,605.0006104,0.00270408811,605.0006104,0.004811420105,605.0006104,0.006520219147,605.0006104,0.04426738992,605.0006104,0.06112194061,605.0006104,0.03026450053,
604.0007935,0.07957488298,604.0007935,0.07957488298,604.0007935,0.002716669114,604.0007935,0.004899191204,604.0007935,0.006374797318,604.0007935,0.04435316101,604.0007935,0.0610839203,604.0007935,0.03049067222,
603.0006714,0.07958063483,603.0006714,0.07958063483,603.0006714,0.002495730761,603.0006714,0.004750568885,603.0006714,0.006542292889,603.0006714,0.04381391034,603.0006714,0.0608985424,603.0006714,0.03054582514,
602.0003662,0.07951596379,602.0003662,0.07951596379,602.0003662,0.002667544642,602.0003662,0.004694096278,602.0003662,0.006638799794,602.0003662,0.04404051974,602.0003662,0.06096710637,602.0003662,0.03084295057,
600.9996338,0.07940789312,600.9996338,0.07940789312,600.9996338,0.00264702132,600.9996338,0.004817571025,600.9996338,0.006271100603,600.9996338,0.04380938411,600.9996338,0.06103961542,600.9996338,0.03092697076,
599.9987793,0.07949019969,599.9987793,0.07949019969,599.9987793,0.002737378236,599.9987793,0.004889792763,599.9987793,0.006265270524,599.9987793,0.04382209852,599.9987793,0.06151002273,599.9987793,0.03078689799,
598.9976196,0.07933595031,598.9976196,0.07933595031,598.9976196,0.002678275574,598.9976196,0.004693677649,598.9976196,0.006452848669,598.9976196,0.04368086904,598.9976196,0.06161618233,598.9976196,0.03086470999,
597.9962158,0.079204835,597.9962158,0.079204835,597.9962158,0.002931230702,597.9962158,0.004914375953,597.9962158,0.006479806267,597.9962158,0.0438759923,597.9962158,0.06176608428,597.9962158,0.03114036284,
596.9945068,0.07910323143,596.9945068,0.07910323143,596.9945068,0.00282387156,596.9945068,0.005017539486,596.9945068,0.006515909452,596.9945068,0.04343925416,596.9945068,0.06176154688,596.9945068,0.03136262298,
595.9926147,0.07897855341,595.9926147,0.07897855341,595.9926147,0.002787318313,595.9926147,0.005051504821,595.9926147,0.00672515342,595.9926147,0.04337025434,595.9926147,0.06187134981,595.9926147,0.03152472898,
594.9904175,0.07913118601,594.9904175,0.07913118601,594.9904175,0.002660147846,594.9904175,0.004675099161,594.9904175,0.006709931884,594.9904175,0.04296054691,594.9904175,0.06185317039,594.9904175,0.03141092882,
593.987915,0.07898876816,593.987915,0.07898876816,593.987915,0.00282509625,593.987915,0.004843248986,593.987915,0.006799008232,593.987915,0.04293905571,593.987915,0.06170354038,593.987915,0.03155031055,
592.9852295,0.07900826633,592.9852295,0.07900826633,592.9852295,0.002776767127,592.9852295,0.004744916223,592.9852295,0.006925528869,592.9852295,0.04271050915,592.9852295,0.06215611845,592.9852295,0.03143627942,
591.9821777,0.07898445427,591.9821777,0.07898445427,591.9821777,0.002767440397,591.9821777,0.004616386257,591.9821777,0.006873375271,591.9821777,0.04258793965,591.9821777,0.06217093021,591.9821777,0.03145679086,
591.0161133,0.07873557508,591.0161133,0.07873557508,591.0161133,0.002759599127,591.0161133,0.004780142568,591.0161133,0.00714160176,591.0161133,0.0429077372,591.0161133,0.06249376759,591.0161133,0.03170224279,
590.0126343,0.07863206416,590.0126343,0.07863206416,590.0126343,0.002855008235,590.0126343,0.004866310861,590.0126343,0.007239294704,590.0126343,0.04269422963,590.0126343,0.06274792552,590.0126343,0.03173457086,
589.0088501,0.07862856239,589.0088501,0.07862856239,589.0088501,0.002915021032,589.0088501,0.00472118007,589.0088501,0.006996050477,589.0088501,0.04286433756,589.0088501,0.06272618473,589.0088501,0.03162881732,
588.0048828,0.07858308405,588.0048828,0.07858308405,588.0048828,0.002855737926,588.0048828,0.004771296401,588.0048828,0.00676246034,588.0048828,0.04287565127,588.0048828,0.06282339245,588.0048828,0.03136248514,
587.0006104,0.07844655216,587.0006104,0.07844655216,587.0006104,0.002862173831,587.0006104,0.004904453643,587.0006104,0.007031434216,587.0006104,0.04286528006,587.0006104,0.06306175888,587.0006104,0.03167913109,
585.9960327,0.07820104808,585.9960327,0.07820104808,585.9960327,0.003098863177,585.9960327,0.005086311139,585.9960327,0.007113656029,585.9960327,0.04313084483,585.9960327,0.06322150677,585.9960327,0.03145392612,
584.991272,0.07806302607,584.991272,0.07806302607,584.991272,0.003035305999,584.991272,0.005285329185,584.991272,0.007212790195,584.991272,0.04302716628,584.991272,0.06328974664,584.991272,0.03125537187,
583.9862061,0.07818167657,583.9862061,0.07818167657,583.9862061,0.002821005648,583.9862061,0.004988761153,583.9862061,0.007038169075,583.9862061,0.04287376627,583.9862061,0.0630582571,583.9862061,0.03120674938,
583.0181274,0.07807210088,583.0181274,0.07807210088,583.0181274,0.002834293758,583.0181274,0.005094116554,583.0181274,0.007341353223,583.0181274,0.04294037074,583.0181274,0.06317063421,583.0181274,0.03120054677,
582.0125122,0.07800982893,582.0125122,0.07800982893,582.0125122,0.002778251888,582.0125122,0.005031916313,582.0125122,0.007330559194,582.0125122,0.0429510884,582.0125122,0.06324608624,582.0125122,0.03119250946,
581.0067749,0.07764288038,581.0067749,0.07764288038,581.0067749,0.003080144292,581.0067749,0.005430465564,581.0067749,0.00769233238,581.0067749,0.04322228208,581.0067749,0.06363925338,581.0067749,0.03145439923,
580.0006714,0.07755281031,580.0006714,0.07755281031,580.0006714,0.003112133592,580.0006714,0.005309384316,580.0006714,0.007585238665,580.0006714,0.04319414496,580.0006714,0.06363260001,580.0006714,0.03143998235,
578.9943848,0.07725656778,578.9943848,0.07725656778,578.9943848,0.003059862182,578.9943848,0.005501085427,578.9943848,0.007731066551,578.9943848,0.04338641837,578.9943848,0.06360688806,578.9943848,0.03159034252,
577.987793,0.07734876871,577.987793,0.07734876871,577.987793,0.002755248686,577.987793,0.005642254837,577.987793,0.007366996724,577.987793,0.04350629076,577.987793,0.06364710629,577.987793,0.03143689409,
577.0182495,0.07689741999,577.0182495,0.07689741999,577.0182495,0.003063746495,577.0182495,0.00610221317,577.0182495,0.007488363422,577.0182495,0.04367634654,577.0182495,0.06398549676,577.0182495,0.0316106379,
576.0111694,0.07679060847,576.0111694,0.07679060847,576.0111694,0.00306609273,576.0111694,0.00598230958,576.0111694,0.007469506934,576.0111694,0.04364076629,576.0111694,0.06441389024,576.0111694,0.03159343079,
575.0039063,0.07664577663,575.0039063,0.07664577663,575.0039063,0.003105902579,575.0039063,0.005967350211,575.0039063,0.007417050656,575.0039063,0.04371072724,575.0039063,0.06456211209,575.0039063,0.0317423977,
573.9962769,0.07639999688,573.9962769,0.07639999688,573.9962769,0.003033793997,573.9962769,0.00610221317,573.9962769,0.007595038041,573.9962769,0.0439016819,573.9962769,0.06502892822,573.9962769,0.03177587315,
572.9884644,0.0762398392,572.9884644,0.0762398392,572.9884644,0.002959012985,572.9884644,0.006097802892,572.9884644,0.007723951712,572.9884644,0.04396053776,572.9884644,0.06523679942,572.9884644,0.03185325116,
572.0177612,0.07616008818,572.0177612,0.07616008818,572.0177612,0.002971783979,572.0177612,0.006106177345,572.0177612,0.007791018579,572.0177612,0.04403269663,572.0177612,0.06553766131,572.0177612,0.03182561696,
571.0094604,0.07593927532,571.0094604,0.07593927532,571.0094604,0.002884557471,571.0094604,0.006055119447,571.0094604,0.008015749045,571.0094604,0.04410217702,571.0094604,0.06555379927,571.0094604,0.03198806569,
570.0008545,0.07568205148,570.0008545,0.07568205148,570.0008545,0.002986301668,570.0008545,0.006143825129,570.0008545,0.008360412903,570.0008545,0.04434819892,570.0008545,0.06595285237,570.0008545,0.03214413673,
568.9920044,0.07552942634,568.9920044,0.07552942634,568.9920044,0.003016980831,568.9920044,0.006152883172,568.9920044,0.008410581388,568.9920044,0.04431683943,568.9920044,0.06609883159,568.9920044,0.0321916081,
567.9829712,0.07519503683,567.9829712,0.07519503683,567.9829712,0.003086609766,567.9829712,0.006252375897,567.9829712,0.008476382121,567.9829712,0.04446002468,567.9829712,0.06639196724,567.9829712,0.0324937962,
567.0110474,0.07506141067,567.0110474,0.07506141067,567.0110474,0.003139562439,567.0110474,0.006218867842,567.0110474,0.00844534114,567.0110474,0.04445580766,567.0110474,0.06664959341,567.0110474,0.03235519677,
566.0014648,0.07478189468,566.0014648,0.07478189468,566.0014648,0.003158179577,566.0014648,0.006304140203,566.0014648,0.008515027352,566.0014648,0.04450298473,566.0014648,0.066613473,566.0014648,0.03258120641,
564.9916382,0.07464087009,564.9916382,0.07464087009,564.9916382,0.002822568873,564.9916382,0.006311651785,564.9916382,0.00831898395,564.9916382,0.0446649082,564.9916382,0.0665101558,564.9916382,0.03261195496,
563.9815674,0.07433950901,563.9815674,0.07433950901,563.9815674,0.003002227517,563.9815674,0.006402826868,563.9815674,0.008334605023,563.9815674,0.04493180662,563.9815674,0.06665173918,563.9815674,0.03275063634,
563.008728,0.07412790507,563.008728,0.07412790507,563.008728,0.003040337004,563.008728,0.006442549638,563.008728,0.008305157535,563.008728,0.04502867535,563.008728,0.06652798504,563.008728,0.03289821371,
561.9981689,0.07390474528,561.9981689,0.07390474528,561.9981689,0.003058454487,561.9981689,0.00648563914,561.9981689,0.008290566504,561.9981689,0.04506968334,561.9981689,0.06665533036,561.9981689,0.0329381153,
560.9873657,0.07357478887,560.9873657,0.07357478887,560.9873657,0.002973217517,560.9873657,0.006803583354,560.9873657,0.008504627272,560.9873657,0.04545416683,560.9873657,0.06662913412,560.9873657,0.03320134059,
560.0137939,0.07315850258,560.0137939,0.07315850258,560.0137939,0.003234455362,560.0137939,0.007047561463,560.0137939,0.008733530529,560.0137939,0.04570452496,560.0137939,0.06709288806,560.0137939,0.0333192721,
559.0024414,0.07295142859,559.0024414,0.07295142859,559.0024414,0.0031417266,559.0024414,0.007103235926,559.0024414,0.008562943898,559.0024414,0.04582472518,559.0024414,0.06692863256,559.0024414,0.03328835964,
557.9909058,0.07274129242,557.9909058,0.07274129242,557.9909058,0.003127881559,557.9909058,0.007136154454,557.9909058,0.008785036393,557.9909058,0.04588249326,557.9909058,0.06695089489,557.9909058,0.0332118459,
557.0166626,0.07248523086,557.0166626,0.07248523086,557.0166626,0.003202535212,557.0166626,0.007344275713,557.0166626,0.008847300895,557.0166626,0.04608491063,557.0166626,0.0667905584,557.0166626,0.03336262703,
556.0046997,0.07221946865,556.0046997,0.07221946865,556.0046997,0.003123736009,556.0046997,0.00737163052,556.0046997,0.009052939713,556.0046997,0.04601897299,556.0046997,0.06709013879,556.0046997,0.03351107985,
554.9924316,0.07197847217,554.9924316,0.07197847217,554.9924316,0.003158388194,554.9924316,0.007377976086,554.9924316,0.009062640369,554.9924316,0.04618434235,554.9924316,0.06685239077,554.9924316,0.03356231004,
554.0174561,0.07172422856,554.0174561,0.07172422856,554.0174561,0.003127490403,554.0174561,0.007518967148,554.0174561,0.009366950952,554.0174561,0.04630139098,554.0174561,0.06732635945,554.0174561,0.03350478783,
553.0046997,0.07152225822,553.0046997,0.07152225822,553.0046997,0.003116461681,553.0046997,0.007668013219,553.0046997,0.009647600353,553.0046997,0.04642086104,553.0046997,0.06740278006,553.0046997,0.03369183838,
551.9917603,0.07130235434,551.9917603,0.07130235434,551.9917603,0.00323818461,551.9917603,0.007854090072,551.9917603,0.00968439132,551.9917603,0.04664926976,551.9917603,0.06773975492,551.9917603,0.03370725363,
551.0160522,0.07107914984,551.0160522,0.07107914984,551.0160522,0.003314943984,551.0160522,0.008011820726,551.0160522,0.009866620414,551.0160522,0.04661727697,551.0160522,0.0681771636,551.0160522,0.03384852409,
550.0026245,0.07109271735,550.0026245,0.07109271735,550.0026245,0.002996102208,550.0026245,0.008026085794,550.0026245,0.009883091785,550.0026245,0.04670097679,550.0026245,0.06820230186,550.0026245,0.03388361633,
548.9888916,0.07100202143,548.9888916,0.07100202143,548.9888916,0.002977570286,548.9888916,0.007802008651,548.9888916,0.009969590232,548.9888916,0.04687669873,548.9888916,0.06854444742,548.9888916,0.03369930759,
548.0125122,0.07072641701,548.0125122,0.07072641701,548.0125122,0.0031440733,548.0125122,0.008113348857,548.0125122,0.01024986058,548.0125122,0.04717702046,548.0125122,0.06893603504,548.0125122,0.03392271698,
